DHB,year,sex,cancer,incidence_num,incidence_rate,group
Waikato,2017,AllSex,Lung,224,31.8,AllSex
Wairarapa,2017,AllSex,Lung,29,32.5,AllSex
Waitemata,2017,AllSex,Lung,215,22.9,AllSex
West Coast,2017,AllSex,Lung,26,39.6,AllSex
Whanganui,2017,AllSex,Lung,55,41.1,AllSex
All New Zealand,2017,AllSex,Melanoma,2560,35.1,AllSex
Auckland,2017,AllSex,Melanoma,211,34.1,AllSex
Bay of Plenty,2017,AllSex,Melanoma,170,38.7,AllSex
Canterbury,2017,AllSex,Melanoma,332,39.1,AllSex
Capital & Coast,2017,AllSex,Melanoma,135,30.9,AllSex
Counties Manukau,2017,AllSex,Melanoma,174,25,AllSex
Hawke's Bay,2017,AllSex,Melanoma,67,24,AllSex
Hutt Valley,2017,AllSex,Melanoma,65,28.8,AllSex
Lakes,2017,AllSex,Melanoma,53,30.3,AllSex
MidCentral,2017,AllSex,Melanoma,107,35.9,AllSex
Nelson Marlborough,2017,AllSex,Melanoma,138,50.1,AllSex
Northland,2017,AllSex,Melanoma,104,31.3,AllSex
South Canterbury,2017,AllSex,Melanoma,37,30.3,AllSex
Southern,2017,AllSex,Melanoma,175,33.5,AllSex
Tairawhiti,2017,AllSex,Melanoma,27,40.4,AllSex
Taranaki,2017,AllSex,Melanoma,96,54,AllSex
Waikato,2017,AllSex,Melanoma,260,41.3,AllSex
Wairarapa,2017,AllSex,Melanoma,44,52.6,AllSex
Waitemata,2017,AllSex,Melanoma,301,35.5,AllSex
West Coast,2017,AllSex,Melanoma,21,44.7,AllSex
Whanganui,2017,AllSex,Melanoma,42,30.7,AllSex
All New Zealand,2017,AllSex,Non-Hodgkin lymphoma,916,12.3,AllSex
Auckland,2017,AllSex,Non-Hodgkin lymphoma,82,13.6,AllSex
Bay of Plenty,2017,AllSex,Non-Hodgkin lymphoma,60,12.5,AllSex
Canterbury,2017,AllSex,Non-Hodgkin lymphoma,88,10.6,AllSex
Capital & Coast,2017,AllSex,Non-Hodgkin lymphoma,56,13.5,AllSex
Counties Manukau,2017,AllSex,Non-Hodgkin lymphoma,83,11.9,AllSex
Hawke's Bay,2017,AllSex,Non-Hodgkin lymphoma,34,12.5,AllSex
Hutt Valley,2017,AllSex,Non-Hodgkin lymphoma,36,16.5,AllSex
Lakes,2017,AllSex,Non-Hodgkin lymphoma,25,13.9,AllSex
MidCentral,2017,AllSex,Non-Hodgkin lymphoma,29,9.1,AllSex
Nelson Marlborough,2017,AllSex,Non-Hodgkin lymphoma,38,14.1,AllSex
Northland,2017,AllSex,Non-Hodgkin lymphoma,46,13.5,AllSex
South Canterbury,2017,AllSex,Non-Hodgkin lymphoma,14,9.8,AllSex
Southern,2017,AllSex,Non-Hodgkin lymphoma,64,10.7,AllSex
Tairawhiti,2017,AllSex,Non-Hodgkin lymphoma,16,22,AllSex
Taranaki,2017,AllSex,Non-Hodgkin lymphoma,24,11.2,AllSex
Waikato,2017,AllSex,Non-Hodgkin lymphoma,83,12.5,AllSex
Wairarapa,2017,AllSex,Non-Hodgkin lymphoma,10,9.4,AllSex
Waitemata,2017,AllSex,Non-Hodgkin lymphoma,103,12.2,AllSex
West Coast,2017,AllSex,Non-Hodgkin lymphoma,7,9.2,AllSex
Whanganui,2017,AllSex,Non-Hodgkin lymphoma,16,11.7,AllSex
All New Zealand,2017,AllSex,Pancreas,572,7.2,AllSex
Auckland,2017,AllSex,Pancreas,56,8.9,AllSex
Bay of Plenty,2017,AllSex,Pancreas,41,8.3,AllSex
Canterbury,2017,AllSex,Pancreas,59,6.6,AllSex
Capital & Coast,2017,AllSex,Pancreas,24,5.6,AllSex
Counties Manukau,2017,AllSex,Pancreas,50,7.1,AllSex
Hawke's Bay,2017,AllSex,Pancreas,19,5.4,AllSex
Hutt Valley,2017,AllSex,Pancreas,17,6.5,AllSex
Lakes,2017,AllSex,Pancreas,10,5.3,AllSex
MidCentral,2017,AllSex,Pancreas,25,7.2,AllSex
Nelson Marlborough,2017,AllSex,Pancreas,23,6.3,AllSex
Northland,2017,AllSex,Pancreas,19,6.2,AllSex
South Canterbury,2017,AllSex,Pancreas,12,8.3,AllSex
Southern,2017,AllSex,Pancreas,42,7.2,AllSex
Tairawhiti,2017,AllSex,Pancreas,5,0,AllSex
Taranaki,2017,AllSex,Pancreas,15,6.9,AllSex
Waikato,2017,AllSex,Pancreas,61,8.6,AllSex
Wairarapa,2017,AllSex,Pancreas,5,0,AllSex
Waitemata,2017,AllSex,Pancreas,68,7.2,AllSex
West Coast,2017,AllSex,Pancreas,10,17.4,AllSex
Whanganui,2017,AllSex,Pancreas,7,4.4,AllSex
All New Zealand,2018,AllSex,Colorectal,3206,40.4,AllSex
Auckland,2018,AllSex,Colorectal,227,34.7,AllSex
Bay of Plenty,2018,AllSex,Colorectal,193,37.4,AllSex
Canterbury,2018,AllSex,Colorectal,353,38.1,AllSex
Capital & Coast,2018,AllSex,Colorectal,175,39.5,AllSex
Counties Manukau,2018,AllSex,Colorectal,262,36.9,AllSex
Hawke's Bay,2018,AllSex,Colorectal,136,42,AllSex
Hutt Valley,2018,AllSex,Colorectal,111,47.4,AllSex
Lakes,2018,AllSex,Colorectal,69,37.9,AllSex
MidCentral,2018,AllSex,Colorectal,176,53.9,AllSex
Nelson Marlborough,2018,AllSex,Colorectal,123,37.4,AllSex
Northland,2018,AllSex,Colorectal,154,41.3,AllSex
South Canterbury,2018,AllSex,Colorectal,70,52.7,AllSex
Southern,2018,AllSex,Colorectal,327,56.2,AllSex
Tairawhiti,2018,AllSex,Colorectal,23,26,AllSex
Taranaki,2018,AllSex,Colorectal,104,47.2,AllSex
Waikato,2018,AllSex,Colorectal,272,38.8,AllSex
Wairarapa,2018,AllSex,Colorectal,45,46.7,AllSex
Waitemata,2018,AllSex,Colorectal,291,31.8,AllSex
West Coast,2018,AllSex,Colorectal,33,52.4,AllSex
Whanganui,2018,AllSex,Colorectal,59,46.4,AllSex
All New Zealand,2018,AllSex,Leukaemia,781,10.7,AllSex
Auckland,2018,AllSex,Leukaemia,53,8.5,AllSex
Bay of Plenty,2018,AllSex,Leukaemia,47,11,AllSex
Canterbury,2018,AllSex,Leukaemia,95,12.1,AllSex
Capital & Coast,2018,AllSex,Leukaemia,55,12.8,AllSex
Counties Manukau,2018,AllSex,Leukaemia,62,8.8,AllSex
Hawke's Bay,2018,AllSex,Leukaemia,35,10.2,AllSex
Hutt Valley,2018,AllSex,Leukaemia,26,11.4,AllSex
Lakes,2018,AllSex,Leukaemia,20,13.4,AllSex
MidCentral,2018,AllSex,Leukaemia,29,10.4,AllSex
Nelson Marlborough,2018,AllSex,Leukaemia,26,7.8,AllSex
Northland,2018,AllSex,Leukaemia,34,10.4,AllSex
South Canterbury,2018,AllSex,Leukaemia,10,6.5,AllSex
Southern,2018,AllSex,Leukaemia,46,9.1,AllSex
Tairawhiti,2018,AllSex,Leukaemia,5,0,AllSex
Taranaki,2018,AllSex,Leukaemia,24,11,AllSex
Waikato,2018,AllSex,Leukaemia,86,13,AllSex
Wairarapa,2018,AllSex,Leukaemia,10,8.8,AllSex
Waitemata,2018,AllSex,Leukaemia,91,10.6,AllSex
West Coast,2018,AllSex,Leukaemia,9,20.4,AllSex
Whanganui,2018,AllSex,Leukaemia,15,16.3,AllSex
All New Zealand,2018,AllSex,Lung,2418,29.2,AllSex
Auckland,2018,AllSex,Lung,137,20.4,AllSex
Bay of Plenty,2018,AllSex,Lung,150,29.1,AllSex
Canterbury,2018,AllSex,Lung,267,27.9,AllSex
Capital & Coast,2018,AllSex,Lung,119,24.9,AllSex
Counties Manukau,2018,AllSex,Lung,262,35.6,AllSex
Hawke's Bay,2018,AllSex,Lung,120,37.3,AllSex
Hutt Valley,2018,AllSex,Lung,65,26.7,AllSex
Lakes,2018,AllSex,Lung,49,24.1,AllSex
MidCentral,2018,AllSex,Lung,118,35.5,AllSex
Nelson Marlborough,2018,AllSex,Lung,85,24.4,AllSex
Northland,2018,AllSex,Lung,152,40.1,AllSex
South Canterbury,2018,AllSex,Lung,35,24.9,AllSex
Southern,2018,AllSex,Lung,156,25,AllSex
Tairawhiti,2018,AllSex,Lung,26,34,AllSex
Taranaki,2018,AllSex,Lung,77,33.2,AllSex
Waikato,2018,AllSex,Lung,241,32.7,AllSex
Wairarapa,2018,AllSex,Lung,32,29.2,AllSex
Waitemata,2018,AllSex,Lung,243,25.7,AllSex
West Coast,2018,AllSex,Lung,22,29.5,AllSex
Whanganui,2018,AllSex,Lung,55,37.9,AllSex
All New Zealand,2018,AllSex,Melanoma,2742,36.6,AllSex
Auckland,2018,AllSex,Melanoma,255,40.2,AllSex
Bay of Plenty,2018,AllSex,Melanoma,178,36.5,AllSex
Canterbury,2018,AllSex,Melanoma,309,35.5,AllSex
Capital & Coast,2018,AllSex,Melanoma,161,35.7,AllSex
Counties Manukau,2018,AllSex,Melanoma,205,28.4,AllSex
Hawke's Bay,2018,AllSex,Melanoma,90,32.1,AllSex
Hutt Valley,2018,AllSex,Melanoma,63,25.7,AllSex
Lakes,2018,AllSex,Melanoma,55,29.5,AllSex
MidCentral,2018,AllSex,Melanoma,86,28.6,AllSex
Nelson Marlborough,2018,AllSex,Melanoma,118,42.5,AllSex
Northland,2018,AllSex,Melanoma,97,29,AllSex
South Canterbury,2018,AllSex,Melanoma,40,36.7,AllSex
Southern,2018,AllSex,Melanoma,206,40.2,AllSex
Tairawhiti,2018,AllSex,Melanoma,26,37.4,AllSex
Taranaki,2018,AllSex,Melanoma,126,69.7,AllSex
Waikato,2018,AllSex,Melanoma,247,38.3,AllSex
Wairarapa,2018,AllSex,Melanoma,29,31.7,AllSex
Waitemata,2018,AllSex,Melanoma,398,44.6,AllSex
West Coast,2018,AllSex,Melanoma,12,19.6,AllSex
Whanganui,2018,AllSex,Melanoma,38,32.6,AllSex
All New Zealand,2018,AllSex,Non-Hodgkin lymphoma,981,13,AllSex
Auckland,2018,AllSex,Non-Hodgkin lymphoma,70,11.1,AllSex
Bay of Plenty,2018,AllSex,Non-Hodgkin lymphoma,64,13.9,AllSex
Canterbury,2018,AllSex,Non-Hodgkin lymphoma,115,13.5,AllSex
Capital & Coast,2018,AllSex,Non-Hodgkin lymphoma,67,14.8,AllSex
Counties Manukau,2018,AllSex,Non-Hodgkin lymphoma,86,12.2,AllSex
Hawke's Bay,2018,AllSex,Non-Hodgkin lymphoma,42,13.5,AllSex
Hutt Valley,2018,AllSex,Non-Hodgkin lymphoma,27,12.2,AllSex
Lakes,2018,AllSex,Non-Hodgkin lymphoma,15,8.1,AllSex
MidCentral,2018,AllSex,Non-Hodgkin lymphoma,45,16,AllSex
Nelson Marlborough,2018,AllSex,Non-Hodgkin lymphoma,52,15.8,AllSex
Northland,2018,AllSex,Non-Hodgkin lymphoma,36,11,AllSex
South Canterbury,2018,AllSex,Non-Hodgkin lymphoma,13,11.8,AllSex
Southern,2018,AllSex,Non-Hodgkin lymphoma,67,12.7,AllSex
Tairawhiti,2018,AllSex,Non-Hodgkin lymphoma,5,0,AllSex
Taranaki,2018,AllSex,Non-Hodgkin lymphoma,23,10.4,AllSex
Waikato,2018,AllSex,Non-Hodgkin lymphoma,96,14.6,AllSex
Wairarapa,2018,AllSex,Non-Hodgkin lymphoma,9,9.1,AllSex
Waitemata,2018,AllSex,Non-Hodgkin lymphoma,117,13.2,AllSex
West Coast,2018,AllSex,Non-Hodgkin lymphoma,15,23.3,AllSex
Whanganui,2018,AllSex,Non-Hodgkin lymphoma,15,11.1,AllSex
All New Zealand,2018,AllSex,Pancreas,639,7.7,AllSex
Auckland,2018,AllSex,Pancreas,61,9,AllSex
Bay of Plenty,2018,AllSex,Pancreas,37,7.2,AllSex
Canterbury,2018,AllSex,Pancreas,83,8.7,AllSex
Capital & Coast,2018,AllSex,Pancreas,30,5.9,AllSex
Counties Manukau,2018,AllSex,Pancreas,58,7.9,AllSex
Hawke's Bay,2018,AllSex,Pancreas,21,6.4,AllSex
Hutt Valley,2018,AllSex,Pancreas,28,11.5,AllSex
Lakes,2018,AllSex,Pancreas,11,5.5,AllSex
MidCentral,2018,AllSex,Pancreas,19,5.5,AllSex
Nelson Marlborough,2018,AllSex,Pancreas,15,5,AllSex
Northland,2018,AllSex,Pancreas,45,12.1,AllSex
South Canterbury,2018,AllSex,Pancreas,10,7.5,AllSex
Southern,2018,AllSex,Pancreas,42,6.7,AllSex
Tairawhiti,2018,AllSex,Pancreas,5,0,AllSex
Taranaki,2018,AllSex,Pancreas,19,7.3,AllSex
Waikato,2018,AllSex,Pancreas,56,7.3,AllSex
Wairarapa,2018,AllSex,Pancreas,3,0,AllSex
Waitemata,2018,AllSex,Pancreas,77,8.4,AllSex
West Coast,2018,AllSex,Pancreas,8,9.7,AllSex
Whanganui,2018,AllSex,Pancreas,10,7,AllSex
All New Zealand,2019,AllSex,Colorectal,3327,40.6,AllSex
Auckland,2019,AllSex,Colorectal,200,30,AllSex
Bay of Plenty,2019,AllSex,Colorectal,166,34.2,AllSex
Canterbury,2019,AllSex,Colorectal,396,41.3,AllSex
Capital & Coast,2019,AllSex,Colorectal,174,36,AllSex
Counties Manukau,2019,AllSex,Colorectal,310,41.4,AllSex
Hawke's Bay,2019,AllSex,Colorectal,161,48.4,AllSex
Hutt Valley,2019,AllSex,Colorectal,111,45.4,AllSex
Lakes,2019,AllSex,Colorectal,82,45.6,AllSex
MidCentral,2019,AllSex,Colorectal,150,42.7,AllSex
Nelson Marlborough,2019,AllSex,Colorectal,148,42.9,AllSex
Northland,2019,AllSex,Colorectal,142,39.1,AllSex
South Canterbury,2019,AllSex,Colorectal,66,49.4,AllSex
Southern,2019,AllSex,Colorectal,377,62.7,AllSex
Tairawhiti,2019,AllSex,Colorectal,23,29.2,AllSex
Taranaki,2019,AllSex,Colorectal,90,38.8,AllSex
Waikato,2019,AllSex,Colorectal,271,35.9,AllSex
Wairarapa,2019,AllSex,Colorectal,52,56.6,AllSex
Waitemata,2019,AllSex,Colorectal,313,33.2,AllSex
West Coast,2019,AllSex,Colorectal,29,50.5,AllSex
Whanganui,2019,AllSex,Colorectal,59,45.2,AllSex
All New Zealand,2019,AllSex,Leukaemia,780,10.6,AllSex
Auckland,2019,AllSex,Leukaemia,56,9.6,AllSex
Bay of Plenty,2019,AllSex,Leukaemia,47,10.3,AllSex
Canterbury,2019,AllSex,Leukaemia,101,13.2,AllSex
Capital & Coast,2019,AllSex,Leukaemia,75,18.3,AllSex
Counties Manukau,2019,AllSex,Leukaemia,62,8.9,AllSex
Hawke's Bay,2019,AllSex,Leukaemia,23,7.6,AllSex
Hutt Valley,2019,AllSex,Leukaemia,16,6.5,AllSex
Lakes,2019,AllSex,Leukaemia,27,15.2,AllSex
MidCentral,2019,AllSex,Leukaemia,28,9,AllSex
Nelson Marlborough,2019,AllSex,Leukaemia,32,10,AllSex
Northland,2019,AllSex,Leukaemia,33,8.5,AllSex
South Canterbury,2019,AllSex,Leukaemia,11,9.8,AllSex
Southern,2019,AllSex,Leukaemia,60,9.8,AllSex
Tairawhiti,2019,AllSex,Leukaemia,3,0,AllSex
Taranaki,2019,AllSex,Leukaemia,14,6.5,AllSex
Waikato,2019,AllSex,Leukaemia,78,12,AllSex
Wairarapa,2019,AllSex,Leukaemia,9,10.4,AllSex
Waitemata,2019,AllSex,Leukaemia,78,8.8,AllSex
West Coast,2019,AllSex,Leukaemia,7,15.5,AllSex
Whanganui,2019,AllSex,Leukaemia,14,12.2,AllSex
All New Zealand,2019,AllSex,Lung,2374,27.9,AllSex
Auckland,2019,AllSex,Lung,179,26.1,AllSex
Bay of Plenty,2019,AllSex,Lung,168,31.5,AllSex
Canterbury,2019,AllSex,Lung,246,24.1,AllSex
Capital & Coast,2019,AllSex,Lung,100,20.5,AllSex
Counties Manukau,2019,AllSex,Lung,259,34.2,AllSex
Hawke's Bay,2019,AllSex,Lung,93,28.1,AllSex
Hutt Valley,2019,AllSex,Lung,64,26.4,AllSex
Lakes,2019,AllSex,Lung,64,32.9,AllSex
MidCentral,2019,AllSex,Lung,115,34.1,AllSex
Nelson Marlborough,2019,AllSex,Lung,71,20,AllSex
Northland,2019,AllSex,Lung,125,30.5,AllSex
South Canterbury,2019,AllSex,Lung,47,32.9,AllSex
Southern,2019,AllSex,Lung,167,26.1,AllSex
Tairawhiti,2019,AllSex,Lung,29,36.8,AllSex
Taranaki,2019,AllSex,Lung,72,29.1,AllSex
Waikato,2019,AllSex,Lung,240,32.2,AllSex
Wairarapa,2019,AllSex,Lung,27,24.9,AllSex
Waitemata,2019,AllSex,Lung,226,23.1,AllSex
West Coast,2019,AllSex,Lung,26,34.8,AllSex
Whanganui,2019,AllSex,Lung,43,28.2,AllSex
All New Zealand,2019,AllSex,Melanoma,2732,35.5,AllSex
Auckland,2019,AllSex,Melanoma,222,34.4,AllSex
Bay of Plenty,2019,AllSex,Melanoma,161,33.1,AllSex
Canterbury,2019,AllSex,Melanoma,348,39.3,AllSex
Capital & Coast,2019,AllSex,Melanoma,133,30,AllSex
Counties Manukau,2019,AllSex,Melanoma,198,27,AllSex
Hawke's Bay,2019,AllSex,Melanoma,68,22.6,AllSex
Hutt Valley,2019,AllSex,Melanoma,70,30.1,AllSex
Lakes,2019,AllSex,Melanoma,64,33.3,AllSex
MidCentral,2019,AllSex,Melanoma,92,29.5,AllSex
Nelson Marlborough,2019,AllSex,Melanoma,104,34.8,AllSex
Northland,2019,AllSex,Melanoma,123,34.2,AllSex
South Canterbury,2019,AllSex,Melanoma,38,32.6,AllSex
Southern,2019,AllSex,Melanoma,241,45.5,AllSex
Tairawhiti,2019,AllSex,Melanoma,26,38.2,AllSex
Taranaki,2019,AllSex,Melanoma,133,67.5,AllSex
Waikato,2019,AllSex,Melanoma,226,33.1,AllSex
Wairarapa,2019,AllSex,Melanoma,35,41.6,AllSex
Waitemata,2019,AllSex,Melanoma,387,42.6,AllSex
West Coast,2019,AllSex,Melanoma,29,47.2,AllSex
Whanganui,2019,AllSex,Melanoma,34,23.8,AllSex
All New Zealand,2019,AllSex,Non-Hodgkin lymphoma,985,12.8,AllSex
Auckland,2019,AllSex,Non-Hodgkin lymphoma,90,13.5,AllSex
Bay of Plenty,2019,AllSex,Non-Hodgkin lymphoma,50,11,AllSex
Canterbury,2019,AllSex,Non-Hodgkin lymphoma,122,13.2,AllSex
Capital & Coast,2019,AllSex,Non-Hodgkin lymphoma,54,11.9,AllSex
Counties Manukau,2019,AllSex,Non-Hodgkin lymphoma,81,11.4,AllSex
Hawke's Bay,2019,AllSex,Non-Hodgkin lymphoma,36,11.7,AllSex
Hutt Valley,2019,AllSex,Non-Hodgkin lymphoma,35,15.2,AllSex
Lakes,2019,AllSex,Non-Hodgkin lymphoma,28,14.1,AllSex
MidCentral,2019,AllSex,Non-Hodgkin lymphoma,36,12.3,AllSex
Nelson Marlborough,2019,AllSex,Non-Hodgkin lymphoma,30,8.7,AllSex
Northland,2019,AllSex,Non-Hodgkin lymphoma,43,11.6,AllSex
South Canterbury,2019,AllSex,Non-Hodgkin lymphoma,19,13.9,AllSex
Southern,2019,AllSex,Non-Hodgkin lymphoma,94,16.7,AllSex
Tairawhiti,2019,AllSex,Non-Hodgkin lymphoma,8,11.5,AllSex
Taranaki,2019,AllSex,Non-Hodgkin lymphoma,30,14.3,AllSex
Waikato,2019,AllSex,Non-Hodgkin lymphoma,82,12.4,AllSex
Wairarapa,2019,AllSex,Non-Hodgkin lymphoma,11,14.7,AllSex
Waitemata,2019,AllSex,Non-Hodgkin lymphoma,113,12.7,AllSex
West Coast,2019,AllSex,Non-Hodgkin lymphoma,10,18.9,AllSex
Whanganui,2019,AllSex,Non-Hodgkin lymphoma,11,9.8,AllSex
All New Zealand,2019,AllSex,Pancreas,731,8.6,AllSex
Auckland,2019,AllSex,Pancreas,52,7.3,AllSex
Bay of Plenty,2019,AllSex,Pancreas,44,8.2,AllSex
Canterbury,2019,AllSex,Pancreas,84,8.7,AllSex
Capital & Coast,2019,AllSex,Pancreas,48,9.6,AllSex
Counties Manukau,2019,AllSex,Pancreas,70,9.7,AllSex
Hawke's Bay,2019,AllSex,Pancreas,34,9,AllSex
Hutt Valley,2019,AllSex,Pancreas,23,8.6,AllSex
Lakes,2019,AllSex,Pancreas,18,8.5,AllSex
MidCentral,2019,AllSex,Pancreas,33,9.3,AllSex
Nelson Marlborough,2019,AllSex,Pancreas,30,8.5,AllSex
Northland,2019,AllSex,Pancreas,35,8.8,AllSex
South Canterbury,2019,AllSex,Pancreas,8,5.8,AllSex
Southern,2019,AllSex,Pancreas,61,10.3,AllSex
Tairawhiti,2019,AllSex,Pancreas,10,10.6,AllSex
Taranaki,2019,AllSex,Pancreas,18,7.8,AllSex
Waikato,2019,AllSex,Pancreas,63,8,AllSex
Wairarapa,2019,AllSex,Pancreas,6,6.1,AllSex
Waitemata,2019,AllSex,Pancreas,75,7.8,AllSex
West Coast,2019,AllSex,Pancreas,9,12.4,AllSex
Whanganui,2019,AllSex,Pancreas,9,6.6,AllSex
All New Zealand,2020,AllSex,Colorectal,3414,40.6,AllSex
Auckland,2020,AllSex,Colorectal,235,33.7,AllSex
Bay of Plenty,2020,AllSex,Colorectal,196,37.1,AllSex
Canterbury,2020,AllSex,Colorectal,402,42.3,AllSex
Capital & Coast,2020,AllSex,Colorectal,137,29.2,AllSex
Counties Manukau,2020,AllSex,Colorectal,294,38.5,AllSex
Hawke's Bay,2020,AllSex,Colorectal,150,45,AllSex
Hutt Valley,2020,AllSex,Colorectal,95,38.4,AllSex
Lakes,2020,AllSex,Colorectal,93,45.3,AllSex
MidCentral,2020,AllSex,Colorectal,158,42.4,AllSex
Nelson Marlborough,2020,AllSex,Colorectal,126,36.7,AllSex
Northland,2020,AllSex,Colorectal,152,37,AllSex
South Canterbury,2020,AllSex,Colorectal,59,45,AllSex
Southern,2020,AllSex,Colorectal,361,57.6,AllSex
Tairawhiti,2020,AllSex,Colorectal,44,51.7,AllSex
Taranaki,2020,AllSex,Colorectal,106,46.3,AllSex
Waikato,2020,AllSex,Colorectal,344,47.2,AllSex
Wairarapa,2020,AllSex,Colorectal,39,38.3,AllSex
Waitemata,2020,AllSex,Colorectal,309,31,AllSex
West Coast,2020,AllSex,Colorectal,33,46.5,AllSex
Whanganui,2020,AllSex,Colorectal,73,55.1,AllSex
All New Zealand,2020,AllSex,Leukaemia,759,10.1,AllSex
Auckland,2020,AllSex,Leukaemia,41,6.8,AllSex
Bay of Plenty,2020,AllSex,Leukaemia,42,11.7,AllSex
Canterbury,2020,AllSex,Leukaemia,97,10.5,AllSex
Capital & Coast,2020,AllSex,Leukaemia,44,9.9,AllSex
Counties Manukau,2020,AllSex,Leukaemia,62,9,AllSex
Hawke's Bay,2020,AllSex,Leukaemia,34,11.5,AllSex
Hutt Valley,2020,AllSex,Leukaemia,28,12.4,AllSex
Lakes,2020,AllSex,Leukaemia,16,8.3,AllSex
MidCentral,2020,AllSex,Leukaemia,29,9.6,AllSex
Nelson Marlborough,2020,AllSex,Leukaemia,31,8.7,AllSex
Northland,2020,AllSex,Leukaemia,41,12,AllSex
South Canterbury,2020,AllSex,Leukaemia,13,8.6,AllSex
Southern,2020,AllSex,Leukaemia,64,11.1,AllSex
Tairawhiti,2020,AllSex,Leukaemia,3,0,AllSex
Taranaki,2020,AllSex,Leukaemia,18,8.5,AllSex
Waikato,2020,AllSex,Leukaemia,78,12.2,AllSex
Wairarapa,2020,AllSex,Leukaemia,17,22.7,AllSex
Waitemata,2020,AllSex,Leukaemia,80,9,AllSex
West Coast,2020,AllSex,Leukaemia,4,0,AllSex
Whanganui,2020,AllSex,Leukaemia,14,13.2,AllSex
All New Zealand,2020,AllSex,Lung,2532,28.7,AllSex
Auckland,2020,AllSex,Lung,168,23.6,AllSex
Bay of Plenty,2020,AllSex,Lung,146,26.8,AllSex
Canterbury,2020,AllSex,Lung,298,28.6,AllSex
Capital & Coast,2020,AllSex,Lung,98,19.3,AllSex
Counties Manukau,2020,AllSex,Lung,274,34.4,AllSex
Hawke's Bay,2020,AllSex,Lung,126,35.6,AllSex
Hutt Valley,2020,AllSex,Lung,65,24.7,AllSex
Lakes,2020,AllSex,Lung,85,43.4,AllSex
MidCentral,2020,AllSex,Lung,111,30,AllSex
Nelson Marlborough,2020,AllSex,Lung,80,22,AllSex
Northland,2020,AllSex,Lung,156,37.5,AllSex
South Canterbury,2020,AllSex,Lung,43,34.2,AllSex
Southern,2020,AllSex,Lung,164,24.2,AllSex
Tairawhiti,2020,AllSex,Lung,33,36.6,AllSex
Taranaki,2020,AllSex,Lung,61,25.6,AllSex
Waikato,2020,AllSex,Lung,245,31.3,AllSex
Wairarapa,2020,AllSex,Lung,29,25.8,AllSex
Waitemata,2020,AllSex,Lung,271,27.1,AllSex
West Coast,2020,AllSex,Lung,30,40.7,AllSex
Whanganui,2020,AllSex,Lung,44,27.6,AllSex
All New Zealand,2020,AllSex,Melanoma,2633,33.1,AllSex
Auckland,2020,AllSex,Melanoma,223,33.6,AllSex
Bay of Plenty,2020,AllSex,Melanoma,179,39.4,AllSex
Canterbury,2020,AllSex,Melanoma,312,34.1,AllSex
Capital & Coast,2020,AllSex,Melanoma,138,29.6,AllSex
Counties Manukau,2020,AllSex,Melanoma,162,21.2,AllSex
Hawke's Bay,2020,AllSex,Melanoma,72,23.2,AllSex
Hutt Valley,2020,AllSex,Melanoma,88,35,AllSex
Lakes,2020,AllSex,Melanoma,58,30.7,AllSex
MidCentral,2020,AllSex,Melanoma,103,32.5,AllSex
Nelson Marlborough,2020,AllSex,Melanoma,127,41.7,AllSex
Northland,2020,AllSex,Melanoma,127,32.4,AllSex
South Canterbury,2020,AllSex,Melanoma,50,44.2,AllSex
Southern,2020,AllSex,Melanoma,174,30.4,AllSex
Tairawhiti,2020,AllSex,Melanoma,22,26.5,AllSex
Taranaki,2020,AllSex,Melanoma,84,46,AllSex
Waikato,2020,AllSex,Melanoma,239,33.8,AllSex
Wairarapa,2020,AllSex,Melanoma,43,43.6,AllSex
Waitemata,2020,AllSex,Melanoma,363,37.9,AllSex
West Coast,2020,AllSex,Melanoma,24,37,AllSex
Whanganui,2020,AllSex,Melanoma,43,35,AllSex
All New Zealand,2020,AllSex,Non-Hodgkin lymphoma,1056,13.1,AllSex
Auckland,2020,AllSex,Non-Hodgkin lymphoma,79,11.3,AllSex
Bay of Plenty,2020,AllSex,Non-Hodgkin lymphoma,53,10.3,AllSex
Canterbury,2020,AllSex,Non-Hodgkin lymphoma,141,15.5,AllSex
Capital & Coast,2020,AllSex,Non-Hodgkin lymphoma,54,12.2,AllSex
Counties Manukau,2020,AllSex,Non-Hodgkin lymphoma,93,12.5,AllSex
Hawke's Bay,2020,AllSex,Non-Hodgkin lymphoma,35,10.7,AllSex
Hutt Valley,2020,AllSex,Non-Hodgkin lymphoma,51,19.9,AllSex
Lakes,2020,AllSex,Non-Hodgkin lymphoma,29,15.6,AllSex
MidCentral,2020,AllSex,Non-Hodgkin lymphoma,30,9.4,AllSex
Nelson Marlborough,2020,AllSex,Non-Hodgkin lymphoma,42,12.2,AllSex
Northland,2020,AllSex,Non-Hodgkin lymphoma,51,13,AllSex
South Canterbury,2020,AllSex,Non-Hodgkin lymphoma,14,10.5,AllSex
Southern,2020,AllSex,Non-Hodgkin lymphoma,83,13.9,AllSex
Tairawhiti,2020,AllSex,Non-Hodgkin lymphoma,14,17.3,AllSex
Taranaki,2020,AllSex,Non-Hodgkin lymphoma,24,11,AllSex
Waikato,2020,AllSex,Non-Hodgkin lymphoma,91,12.5,AllSex
Wairarapa,2020,AllSex,Non-Hodgkin lymphoma,19,19,AllSex
Waitemata,2020,AllSex,Non-Hodgkin lymphoma,130,14.1,AllSex
